Developer,Global Sales,Releases,Critic Rating,User Rating,Sales Per Release,Average Critic Rating,Average User Rating,rating
EA Canada,175920000.0,190,14594,1286.1000000000004,925894.7368421053,76.8,6.8,very good
Ubisoft Montreal,157670000.0,133,9730,930.1999999999997,1185488.7218045113,73.2,7.0,good
Traveller's Tales,133840000.0,134,9568,971.5999999999997,998805.9701492537,71.4,7.3,good
EA Tiburon,127010000.0,133,10156,871.5999999999998,954962.4060150376,76.4,6.6,very good
Rockstar North,106630000.0,14,1255,113.90000000000002,7616428.571428572,89.6,8.1,excellent
Infinity Ward,83770000.0,20,1578,102.39999999999998,4188500.0,78.9,5.1,very good
Treyarch,83280000.0,35,2648,250.29999999999998,2379428.5714285714,75.7,7.2,very good
Visual Concepts,63610000.0,89,6853,578.7999999999998,714719.1011235955,77.0,6.5,very good
Capcom,62640000.0,139,10279,1069.3,450647.4820143885,73.9,7.7,good
Vicarious Visions,60980000.0,68,4997,459.8000000000002,896764.7058823529,73.5,6.8,good
EA Black Box,51460000.0,37,2768,279.1,1390810.810810811,74.8,7.5,good
Ubisoft Paris,46780000.0,57,3996,363.29999999999995,820701.754385965,70.1,6.4,good
Ubisoft,46190000.0,81,5437,554.6000000000001,570246.913580247,67.1,6.8,good
Neversoft Entertainment,45640000.0,39,3088,285.20000000000005,1170256.4102564103,79.2,7.3,very good
EA Redwood Shores,39080000.0,43,3277,321.0,908837.2093023256,76.2,7.5,very good
Harmonix Music Systems,37410000.0,36,2915,266.20000000000005,1039166.6666666666,81.0,7.4,very good
Square Enix,36340000.0,49,3687,376.3,741632.6530612245,75.2,7.7,very good
Naughty Dog,35750000.0,10,865,85.10000000000001,3575000.0,86.5,8.5,excellent
Konami,35650000.0,78,5260,557.6,457051.28205128206,67.4,7.1,good
Bethesda Game Studios,32800000.0,9,704,54.6,3644444.4444444445,78.2,6.1,very good
Maxis,32410000.0,43,3028,295.1,753720.9302325582,70.4,6.9,good
Bungie,30660000.0,14,1139,79.1,2190000.0,81.4,5.6,very good
Rockstar San Diego,30490000.0,19,1495,147.7,1604736.8421052631,78.7,7.8,very good
EA Sports,29090000.0,27,2219,179.3,1077407.4074074074,82.2,6.6,very good
EA Vancouver,28660000.0,14,1024,72.80000000000001,2047142.857142857,73.1,5.2,good
Namco,28370000.0,36,2706,283.80000000000007,788055.5555555555,75.2,7.9,very good
Omega Force,27180000.0,99,6327,735.7999999999998,274545.45454545453,63.9,7.4,good
Rocksteady Studios,25480000.0,12,999,98.19999999999999,2123333.3333333335,83.2,8.2,very good
Toys for Bob,25250000.0,34,2479,217.70000000000002,742647.0588235294,72.9,6.4,good
Konami Computer Entertainment Tokyo,24820000.0,19,1494,149.7,1306315.7894736843,78.6,7.9,very good
EA Los Angeles,24490000.0,18,1319,132.29999999999998,1360555.5555555555,73.3,7.3,good
Rainbow Studios,23330000.0,38,2557,272.29999999999995,613947.3684210526,67.3,7.2,good
EA DICE,22420000.0,15,1166,78.5,1494666.6666666667,77.7,5.2,very good
Rockstar Leeds,22200000.0,9,735,71.30000000000001,2466666.6666666665,81.7,7.9,very good
Eurocom Entertainment Software,20250000.0,38,2498,290.2999999999999,532894.7368421053,65.7,7.6,good
Rockstar Games,19710000.0,2,194,15.799999999999999,9855000.0,97.0,7.9,excellent
TT Fusion,19640000.0,41,2844,268.4,479024.39024390245,69.4,6.5,good
Codemasters,19520000.0,52,4041,362.09999999999997,375384.6153846154,77.7,7.0,very good
Volition Inc.,19170000.0,24,1783,174.79999999999998,798750.0,74.3,7.3,good
Gearbox Software,18890000.0,27,1926,195.99999999999997,699629.6296296297,71.3,7.3,good
Criterion Games,18860000.0,21,1764,163.70000000000002,898095.2380952381,84.0,7.8,very good
NetherRealm Studios,18510000.0,12,1002,94.49999999999999,1542500.0,83.5,7.9,very good
Kojima Productions,18370000.0,19,1454,143.89999999999998,966842.1052631579,76.5,7.6,very good
Radical Entertainment,18080000.0,32,2203,226.1,565000.0,68.8,7.1,good
Sonic Team,17970000.0,33,2279,252.89999999999998,544545.4545454546,69.1,7.7,good
DMA Design,16530000.0,3,260,24.6,5510000.0,86.7,8.2,excellent
Pandemic Studios,16280000.0,17,1224,134.10000000000002,957647.0588235294,72.0,7.9,good
Yuke's,15990000.0,21,1503,134.1,761428.5714285715,71.6,6.4,good
343 Industries,15810000.0,3,254,22.7,5270000.0,84.7,7.6,very good
Ubisoft Montpellier,15790000.0,19,1489,146.0,831052.6315789474,78.4,7.7,very good
Bethesda Softworks,15360000.0,14,1007,105.39999999999999,1097142.857142857,71.9,7.5,good
Digital Eclipse,15050000.0,21,1443,153.39999999999998,716666.6666666666,68.7,7.3,good
Insomniac Games,14930000.0,10,777,74.6,1493000.0,77.7,7.5,very good
Krome Studios,14850000.0,34,2055,235.9,436764.70588235295,60.4,6.9,good
Reflections Interactive,14820000.0,6,402,38.800000000000004,2470000.0,67.0,6.5,good
Heavy Iron Studios,14680000.0,23,1349,158.8,638260.8695652174,58.7,6.9,ok
LucasArts,14620000.0,18,1253,128.89999999999998,812222.2222222222,69.6,7.2,good
Dice,14560000.0,2,169,15.0,7280000.0,84.5,7.5,very good
Turn 10 Studios,14520000.0,5,439,36.199999999999996,2904000.0,87.8,7.2,excellent
Crystal Dynamics,13640000.0,33,2441,257.59999999999997,413333.3333333333,74.0,7.8,good
Avalanche Software,13540000.0,27,1733,182.7,501481.48148148146,64.2,6.8,good
SCEE London Studio,13220000.0,19,1344,133.3,695789.4736842106,70.7,7.0,good
IO Interactive,12980000.0,21,1680,165.6,618095.2380952381,80.0,7.9,very good
Zipper Interactive,12870000.0,7,543,56.10000000000001,1838571.4285714286,77.6,8.0,very good
Yuke's Media Creations,12600000.0,12,860,87.0,1050000.0,71.7,7.2,good
Artificial Mind and Movement,12500000.0,33,1933,208.60000000000002,378787.8787878788,58.6,6.3,ok
Mojang,12380000.0,2,175,13.2,6190000.0,87.5,6.6,excellent
Mass Media,12340000.0,16,998,120.10000000000001,771250.0,62.4,7.5,good
Blizzard Entertainment,12240000.0,6,538,42.8,2040000.0,89.7,7.1,excellent
Techland,12230000.0,16,1047,103.40000000000002,764375.0,65.4,6.5,good
SCE San Diego Studio,12040000.0,21,1584,152.90000000000003,573333.3333333334,75.4,7.3,very good
From Software,11650000.0,35,2427,262.7,332857.14285714284,69.3,7.5,good
Blitz Games,11510000.0,30,1930,197.20000000000002,383666.6666666667,64.3,6.6,good
BudCat Creations,11470000.0,11,815,76.60000000000001,1042727.2727272727,74.1,7.0,good
Obsidian Entertainment,11070000.0,15,1190,114.8,738000.0,79.3,7.7,very good
Monolith Productions,11060000.0,13,1010,87.7,850769.2307692308,77.7,6.7,very good
Sumo Digital,10770000.0,15,1057,107.79999999999998,718000.0,70.5,7.2,good
BioWare Edmonton,10680000.0,7,602,50.6,1525714.2857142857,86.0,7.2,excellent
Ubisoft Quebec,10550000.0,11,770,65.19999999999999,959090.9090909091,70.0,5.9,good
The Sims Studio,10460000.0,14,946,71.7,747142.8571428572,67.6,5.1,good
Sega,10210000.0,30,2199,229.4,340333.3333333333,73.3,7.6,good
High Moon Studios,9860000.0,16,1058,114.89999999999999,616250.0,66.1,7.2,good
Codemasters Birmingham,9710000.0,21,1576,136.5,462380.95238095237,75.0,6.5,good
EA Bright Light,9700000.0,20,1082,111.5,485000.0,54.1,5.6,ok
Team Fusion,9570000.0,5,354,39.699999999999996,1914000.0,70.8,7.9,good
Rebellion Developments,9560000.0,31,1979,210.20000000000002,308387.0967741936,63.8,6.8,good
Guerrilla Games,9430000.0,7,516,55.5,1347142.857142857,73.7,7.9,good
Bluepoint Games,9370000.0,6,511,49.5,1561666.6666666667,85.2,8.2,excellent
Office Create,9310000.0,3,193,20.3,3103333.3333333335,64.3,6.8,good
Namco Bandai Games,9270000.0,30,1964,204.29999999999998,309000.0,65.5,6.8,good
CyberConnect2,9170000.0,20,1403,148.40000000000003,458500.0,70.2,7.4,good
PlatinumGames,9150000.0,21,1565,156.49999999999997,435714.28571428574,74.5,7.5,good
Raven Software,9020000.0,14,1075,106.59999999999998,644285.7142857143,76.8,7.6,very good
Neversoft,9010000.0,4,308,27.4,2252500.0,77.0,6.8,very good
Luxoflux,8980000.0,5,365,38.199999999999996,1796000.0,73.0,7.6,good
Backbone Entertainment,8960000.0,14,993,105.39999999999999,640000.0,70.9,7.5,good
Electronic Arts,8850000.0,21,1477,142.0,421428.5714285714,70.3,6.8,good
Core Design Ltd.,8670000.0,9,649,67.10000000000001,963333.3333333334,72.1,7.5,good
"Pipeworks Software, Inc.",8610000.0,15,856,105.3,574000.0,57.1,7.0,ok
Midway Games,8600000.0,19,1351,140.59999999999997,452631.5789473684,71.1,7.4,good
Cat Daddy Games,8590000.0,5,251,23.1,1718000.0,50.2,4.6,ok
Shiny Entertainment,8470000.0,11,565,68.7,770000.0,51.4,6.2,ok
Respawn Entertainment,8370000.0,6,517,44.099999999999994,1395000.0,86.2,7.3,excellent
Eidos Montreal,8230000.0,10,774,69.89999999999999,823000.0,77.4,7.0,very good
Red Storm Entertainment,8220000.0,14,919,88.40000000000002,587142.8571428572,65.6,6.3,good
CD Projekt Red Studio,8170000.0,4,352,35.599999999999994,2042500.0,88.0,8.9,excellent
id Software,8150000.0,6,450,43.6,1358333.3333333333,75.0,7.3,good
Ghost Games,8130000.0,8,571,37.4,1016250.0,71.4,4.7,good
Arc System Works,8080000.0,53,3915,382.3,152452.83018867925,73.9,7.2,good
JAKKS Pacific,8050000.0,10,747,78.8,805000.0,74.7,7.9,good
Slightly Mad Studios,8030000.0,11,855,67.19999999999999,730000.0,77.7,6.1,very good
Konami Computer Entertainment Japan,7990000.0,6,457,49.7,1331666.6666666667,76.2,8.3,very good
Amaze Entertainment,7970000.0,21,1223,126.2,379523.8095238095,58.2,6.0,ok
Kush Games,7910000.0,21,1621,141.4,376666.6666666667,77.2,6.7,very good
Griptonite Games,7810000.0,18,1168,132.0,433888.8888888889,64.9,7.3,good
Nintendo,7810000.0,14,976,108.70000000000002,557857.1428571428,69.7,7.8,good
THQ,7770000.0,24,1587,159.70000000000002,323750.0,66.1,6.7,good
High Voltage Software,7750000.0,30,1790,188.59999999999994,258333.33333333334,59.7,6.3,ok
Intelligent Systems,7690000.0,13,1073,108.30000000000001,591538.4615384615,82.5,8.3,very good
Rare Ltd.,7650000.0,12,874,87.80000000000001,637500.0,72.8,7.3,good
Climax Group,7550000.0,28,1836,200.8,269642.85714285716,65.6,7.2,good
Avalanche Studios,7530000.0,10,732,67.69999999999999,753000.0,73.2,6.8,good
Capcom / Dimps Corporation,7350000.0,4,362,30.2,1837500.0,90.5,7.6,excellent
Visceral Games,7270000.0,11,821,79.79999999999998,660909.0909090909,74.6,7.3,good
Team Bondi,7240000.0,5,410,39.2,1448000.0,82.0,7.8,very good
Crytek,7090000.0,8,609,55.8,886250.0,76.1,7.0,very good
Stormfront Studios,6990000.0,8,548,58.0,873750.0,68.5,7.2,good
Remedy Entertainment,6810000.0,7,554,55.400000000000006,972857.1428571428,79.1,7.9,very good
Sledgehammer Games,6650000.0,2,158,8.8,3325000.0,79.0,4.4,very good
EA Digital Illusions CE,6540000.0,5,414,40.2,1308000.0,82.8,8.0,very good
Midway,6510000.0,7,556,58.199999999999996,930000.0,79.4,8.3,very good
FreeStyleGames,6470000.0,11,848,71.0,588181.8181818182,77.1,6.5,very good
EA Montreal,6460000.0,11,758,75.9,587272.7272727273,68.9,6.9,good
Arkane Studios,6450000.0,10,834,73.80000000000001,645000.0,83.4,7.4,very good
5TH Cell,6380000.0,9,670,67.69999999999999,708888.8888888889,74.4,7.5,good
Terminal Reality,6350000.0,22,1438,146.6,288636.36363636365,65.4,6.7,good
EA Chicago,6330000.0,7,547,51.800000000000004,904285.7142857143,78.1,7.4,very good
Level 5,6310000.0,9,690,69.2,701111.1111111111,76.7,7.7,very good
Atlus,6290000.0,17,1385,117.8,370000.0,81.5,6.9,very good
Edge of Reality,6270000.0,12,762,84.3,522500.0,63.5,7.0,good
Team Ninja,6090000.0,18,1300,132.3,338333.3333333333,72.2,7.4,good
Bandai Namco Games,6030000.0,15,1040,106.3,402000.0,69.3,7.1,good
Argonaut Games,5890000.0,15,864,94.9,392666.6666666667,57.6,6.3,ok
Helixe,5870000.0,5,287,28.8,1174000.0,57.4,5.8,ok
Ready at Dawn,5850000.0,2,148,15.2,2925000.0,74.0,7.6,good
PopCap Games,5830000.0,13,1026,101.4,448461.53846153844,78.9,7.8,very good
Ubisoft Shanghai,5780000.0,10,767,71.39999999999999,578000.0,76.7,7.1,very good
4J Studios,5710000.0,3,249,23.299999999999997,1903333.3333333333,83.0,7.8,very good
Media Molecule,5700000.0,4,347,34.0,1425000.0,86.8,8.5,excellent
n-Space,5660000.0,15,914,90.5,377333.3333333333,60.9,6.0,good
MTO,5620000.0,13,855,92.89999999999999,432307.6923076923,65.8,7.1,good
Frontier Developments,5510000.0,12,840,45.6,459166.6666666667,70.0,3.8,good
SCE Japan Studio,5480000.0,15,1097,115.10000000000002,365333.3333333333,73.1,7.7,good
BioWare,5460000.0,3,275,17.5,1820000.0,91.7,5.8,excellent
Dimps Corporation / Sonic Team,5440000.0,3,249,24.4,1813333.3333333333,83.0,8.1,very good
Namco Tales Studio,5350000.0,6,468,51.10000000000001,891666.6666666666,78.0,8.5,very good
Tango Gameworks,5350000.0,6,432,47.5,891666.6666666666,72.0,7.9,good
Team Soho,5320000.0,2,129,14.5,2660000.0,64.5,7.2,good
Bizarre Creations,5310000.0,10,731,74.10000000000001,531000.0,73.1,7.4,good
Blue Castle Games,5270000.0,12,837,80.69999999999999,439166.6666666667,69.8,6.7,good
Spark Unlimited,5240000.0,8,450,52.5,655000.0,56.2,6.6,ok
Junction Point Studios,5240000.0,5,312,29.299999999999997,1048000.0,62.4,5.9,good
"Hypnos Entertainment, Inc.",5110000.0,3,253,24.799999999999997,1703333.3333333333,84.3,8.3,very good
Acquire,5110000.0,15,947,113.10000000000001,340666.6666666667,63.1,7.5,good
ZeniMax Online Studios,5100000.0,9,690,58.5,566666.6666666666,76.7,6.5,very good
Papaya Studios,4930000.0,11,642,65.0,448181.8181818182,58.4,5.9,ok
Ubisoft Reflections,4920000.0,8,567,51.4,615000.0,70.9,6.4,good
NuFX,4900000.0,4,333,31.1,1225000.0,83.2,7.8,very good
Massive Entertainment,4880000.0,3,248,21.1,1626666.6666666667,82.7,7.0,very good
Spike,4860000.0,13,723,85.6,373846.1538461539,55.6,6.6,ok
Nippon Ichi Software,4850000.0,36,2622,267.6,134722.22222222222,72.8,7.4,good
Black Rock Studio,4820000.0,5,397,39.8,964000.0,79.4,8.0,very good
Sand Grain Studios,4790000.0,10,593,77.0,479000.0,59.3,7.7,ok
Dimps Corporation,4750000.0,15,972,107.60000000000001,316666.6666666667,64.8,7.2,good
SCEA Santa Monica Studio,4740000.0,5,371,40.400000000000006,948000.0,74.2,8.1,good
The Collective,4740000.0,3,194,24.0,1580000.0,64.7,8.0,good
Paradigm Entertainment,4690000.0,12,807,83.9,390833.3333333333,67.2,7.0,good
Clap Hanz,4680000.0,4,314,33.4,1170000.0,78.5,8.4,very good
BioWare Corp.,4660000.0,11,911,77.80000000000001,423636.36363636365,82.8,7.1,very good
Bemani,4650000.0,5,362,35.3,930000.0,72.4,7.1,good
Evolution Studios,4630000.0,3,227,21.799999999999997,1543333.3333333333,75.7,7.3,very good
Warner Bros. Interactive Entertainment,4620000.0,3,218,22.6,1540000.0,72.7,7.5,good
Turn 10 Studio,4600000.0,1,91,8.2,4600000.0,91.0,8.2,excellent
Disney Interactive Studios,4570000.0,8,545,51.50000000000001,571250.0,68.1,6.4,good
SquareSoft,4570000.0,5,364,37.5,914000.0,72.8,7.5,good
United Front Games,4560000.0,6,470,46.2,760000.0,78.3,7.7,very good
Rockstar Vancouver,4430000.0,3,260,24.700000000000003,1476666.6666666667,86.7,8.2,excellent
Telltale Games,4430000.0,27,1840,180.69999999999993,164074.07407407407,68.1,6.7,good
Beenox,4400000.0,16,1018,104.2,275000.0,63.6,6.5,good
Amusement Vision,4370000.0,8,605,62.79999999999999,546250.0,75.6,7.8,very good
Yuke's Future Media Creators,4360000.0,8,583,58.800000000000004,545000.0,72.9,7.4,good
Exient Entertainment,4360000.0,18,1136,102.69999999999997,242222.22222222222,63.1,5.7,good
Eutechnyx,4340000.0,20,1117,103.1,217000.0,55.8,5.2,ok
Point of View,4320000.0,23,1479,163.39999999999998,187826.08695652173,64.3,7.1,good
Activision,4230000.0,20,1247,121.59999999999997,211500.0,62.4,6.1,good
KCET,4230000.0,7,588,60.3,604285.7142857143,84.0,8.6,very good
KCEJ / Kojima Productions,4230000.0,1,91,9.1,4230000.0,91.0,9.1,excellent
EXAKT Entertainment,4200000.0,6,399,45.900000000000006,700000.0,66.5,7.7,good
Epic Games,4160000.0,12,975,80.2,346666.6666666667,81.2,6.7,very good
Marvelous Interactive,4120000.0,10,712,82.00000000000001,412000.0,71.2,8.2,good
Ninja Theory,4090000.0,7,581,49.699999999999996,584285.7142857143,83.0,7.1,very good
2K Marin,4070000.0,4,311,29.7,1017500.0,77.8,7.4,very good
Midway Amusement Games,4040000.0,2,148,14.399999999999999,2020000.0,74.0,7.2,good
Snowblind Studios,4020000.0,6,443,46.699999999999996,670000.0,73.8,7.8,good
Illusion Softworks,4020000.0,5,368,40.3,804000.0,73.6,8.1,good
Ubisoft Romania,3990000.0,12,866,88.19999999999999,332500.0,72.2,7.3,good
Hangar 13,3980000.0,2,135,10.0,1990000.0,67.5,5.0,good
Hudson Soft,3960000.0,22,1312,141.79999999999995,180000.0,59.6,6.4,ok
Bandai,3910000.0,12,695,94.39999999999999,325833.3333333333,57.9,7.9,ok
"Luxoflux, Inc.",3890000.0,4,276,23.099999999999998,972500.0,69.0,5.8,good
Certain Affinity / Valve Software,3880000.0,2,178,16.3,1940000.0,89.0,8.2,excellent
Sucker Punch,3850000.0,3,257,26.2,1283333.3333333333,85.7,8.7,excellent
Yuke's Osaka,3830000.0,2,167,16.0,1915000.0,83.5,8.0,very good
Psyonix Studios,3800000.0,3,258,24.6,1266666.6666666667,86.0,8.2,excellent
Angel Studios,3790000.0,4,261,26.1,947500.0,65.2,6.5,good
Playground Games,3780000.0,2,177,16.4,1890000.0,88.5,8.2,excellent
Polyphony Digital,3770000.0,1,75,5.9,3770000.0,75.0,5.9,good
Secret Level,3770000.0,10,569,68.6,377000.0,56.9,6.9,ok
PES Productions,3770000.0,10,778,64.1,377000.0,77.8,6.4,very good
Acclaim Entertainment,3740000.0,17,1143,126.5,220000.0,67.2,7.4,good
Zoe Mode,3710000.0,10,605,55.900000000000006,371000.0,60.5,5.6,good
Asobo Studio,3710000.0,11,692,71.19999999999999,337272.7272727273,62.9,6.5,good
SCEE Cambridge,3690000.0,5,347,38.199999999999996,738000.0,69.4,7.6,good
Firaxis Games,3670000.0,9,729,67.2,407777.77777777775,81.0,7.5,very good
DreamWorks Interactive,3640000.0,2,178,17.6,1820000.0,89.0,8.8,excellent
Atlus Co.,3630000.0,16,1218,104.6,226875.0,76.1,6.5,very good
989 Sports,3620000.0,10,647,71.9,362000.0,64.7,7.2,good
7 Studios,3580000.0,14,702,85.8,255714.2857142857,50.1,6.1,ok
FarSight Studios,3510000.0,6,382,41.2,585000.0,63.7,6.9,good
JGI Entertainment,3460000.0,3,166,20.599999999999998,1153333.3333333333,55.3,6.9,ok
Spike Chunsoft,3460000.0,17,1260,131.9,203529.41176470587,74.1,7.8,good
Hitmaker,3430000.0,6,444,47.300000000000004,571666.6666666666,74.0,7.9,good
Pivotal Games,3420000.0,8,475,61.0,427500.0,59.4,7.6,ok
MachineGames,3400000.0,5,383,37.3,680000.0,76.6,7.5,very good
Grasshopper Manufacture,3390000.0,14,1005,111.2,242142.85714285713,71.8,7.9,good
Altron,3380000.0,5,302,33.1,676000.0,60.4,6.6,good
The Coalition,3380000.0,1,84,6.9,3380000.0,84.0,6.9,very good
Cavia Inc.,3350000.0,10,595,71.3,335000.0,59.5,7.1,ok
Supermassive Games Ltd.,3340000.0,5,309,28.900000000000002,668000.0,61.8,5.8,good
Vigil Games,3290000.0,6,500,46.6,548333.3333333334,83.3,7.8,very good
Arika,3290000.0,6,385,46.8,548333.3333333334,64.2,7.8,good
Sega-AM2,3280000.0,8,644,60.2,410000.0,80.5,7.5,very good
Eden Studios,3270000.0,8,579,53.49999999999999,408750.0,72.4,6.7,good
Sports Interactive,3270000.0,6,490,43.2,545000.0,81.7,7.2,very good
Shaba Games,3250000.0,8,603,55.29999999999999,406250.0,75.4,6.9,very good
Rockstar Toronto,3250000.0,6,473,46.2,541666.6666666666,78.8,7.7,very good
Slant Six Games,3250000.0,4,215,20.8,812500.0,53.8,5.2,ok
TT Games,3230000.0,3,247,23.8,1076666.6666666667,82.3,7.9,very good
Neverland Company,3220000.0,11,745,85.4,292727.2727272727,67.7,7.8,good
TOSE Software,3210000.0,7,541,54.10000000000001,458571.4285714286,77.3,7.7,very good
Factor 5,3210000.0,3,218,22.5,1070000.0,72.7,7.5,good
Bright Light Productions,3190000.0,6,359,30.700000000000003,531666.6666666666,59.8,5.1,ok
Monkey Bar Games,3190000.0,15,856,82.6,212666.66666666666,57.1,5.5,ok
Webfoot Technologies,3130000.0,5,269,33.8,626000.0,53.8,6.8,ok
tri-Ace,3120000.0,6,445,46.7,520000.0,74.2,7.8,good
Blue Tongue,3120000.0,13,853,91.5,240000.0,65.6,7.0,good
Black Ops Entertainment,3100000.0,7,356,43.2,442857.14285714284,50.9,6.2,ok
Savage Entertainment,3050000.0,4,216,28.599999999999998,762500.0,54.0,7.2,ok
Cauldron,3020000.0,5,346,29.700000000000003,604000.0,69.2,5.9,good
Aki Corporation,3010000.0,4,291,31.299999999999997,752500.0,72.8,7.8,good
Ensemble Studios,3000000.0,6,463,50.60000000000001,500000.0,77.2,8.4,very good
Etranges Libellules,2970000.0,8,473,57.7,371250.0,59.1,7.2,ok
Ubisoft Toronto,2960000.0,6,470,42.4,493333.3333333333,78.3,7.1,very good
Team17 Software,2950000.0,19,1100,118.19999999999997,155263.15789473685,57.9,6.2,ok
HAL Laboratory,2940000.0,6,467,47.099999999999994,490000.0,77.8,7.8,very good
Koei,2930000.0,22,1517,172.6,133181.81818181818,69.0,7.8,good
EA Seattle,2910000.0,2,157,16.6,1455000.0,78.5,8.3,very good
WayForward Technologies,2900000.0,17,1092,113.60000000000002,170588.23529411765,64.2,6.7,good
Creative Assembly,2900000.0,7,521,52.800000000000004,414285.71428571426,74.4,7.5,good
Free Radical Design,2870000.0,9,710,74.39999999999999,318888.8888888889,78.9,8.3,very good
SIE Japan Studio,2870000.0,7,533,51.1,410000.0,76.1,7.3,very good
Konami Computer Entertainment Hawaii,2870000.0,10,635,71.10000000000001,287000.0,63.5,7.1,good
2K Australia / 2K Boston,2830000.0,1,96,8.9,2830000.0,96.0,8.9,excellent
Incognito Inc.,2830000.0,4,300,32.4,707500.0,75.0,8.1,good
Natsume,2820000.0,14,782,98.1,201428.57142857142,55.9,7.0,ok
Camelot Software Planning,2810000.0,5,380,38.4,562000.0,76.0,7.7,very good
Genki,2790000.0,8,481,57.4,348750.0,60.1,7.2,good
"Yuke's Co., Ltd.",2790000.0,3,217,19.299999999999997,930000.0,72.3,6.4,good
Game Freak,2780000.0,2,161,15.0,1390000.0,80.5,7.5,very good
Juice Games,2780000.0,8,540,57.300000000000004,347500.0,67.5,7.2,good
DC Studios,2780000.0,3,191,19.5,926666.6666666666,63.7,6.5,good
The Creative Assembly,2730000.0,11,753,86.49999999999999,248181.81818181818,68.5,7.9,good
Game Arts,2720000.0,10,755,79.39999999999999,272000.0,75.5,7.9,very good
Bullfrog Productions,2720000.0,4,313,30.900000000000002,680000.0,78.2,7.7,very good
VIS Entertainment,2700000.0,5,292,33.6,540000.0,58.4,6.7,ok
"Z-Axis, Ltd.",2660000.0,8,488,55.69999999999999,332500.0,61.0,7.0,good
SNK Playmore Corporation,2650000.0,17,1161,130.3,155882.35294117648,68.3,7.7,good
Digital Extremes,2650000.0,7,533,53.8,378571.4285714286,76.1,7.7,very good
Acclaim Studios Austin,2640000.0,6,403,44.699999999999996,440000.0,67.2,7.4,good
Double Fine Productions,2640000.0,5,418,40.099999999999994,528000.0,83.6,8.0,very good
Mercury Steam,2620000.0,5,386,40.4,524000.0,77.2,8.1,very good
HB Studios,2610000.0,14,815,76.60000000000001,186428.57142857142,58.2,5.5,ok
Clover Studio,2600000.0,10,819,80.7,260000.0,81.9,8.1,very good
Danger Close Games,2600000.0,2,108,11.3,1300000.0,54.0,5.6,ok
Nihilistic Software,2580000.0,7,416,47.8,368571.4285714286,59.4,6.8,ok
SCEA San Diego Studios,2580000.0,6,475,41.2,430000.0,79.2,6.9,very good
Sanzaru Games,2550000.0,6,392,43.5,425000.0,65.3,7.2,good
Hello Games,2490000.0,2,148,12.3,1245000.0,74.0,6.2,good
3DO,2480000.0,14,786,84.1,177142.85714285713,56.1,6.0,ok
K2 LLC,2470000.0,8,453,53.8,308750.0,56.6,6.7,ok
Day 1 Studios,2470000.0,6,450,43.0,411666.6666666667,75.0,7.2,good
Inti Creates,2430000.0,12,902,101.2,202500.0,75.2,8.4,very good
Page 44 Studios,2420000.0,4,303,30.8,605000.0,75.8,7.7,very good
Ubisoft Sofia,2420000.0,3,218,22.2,806666.6666666666,72.7,7.4,good
Giants Software,2410000.0,5,307,31.099999999999998,482000.0,61.4,6.2,good
TOSE,2410000.0,6,382,45.0,401666.6666666667,63.7,7.5,good
Paradox Development,2390000.0,6,310,41.49999999999999,398333.3333333333,51.7,6.9,ok
SIE London Studio,2390000.0,2,124,12.8,1195000.0,62.0,6.4,good
Headstrong Games,2380000.0,8,576,58.5,297500.0,72.0,7.3,good
Red Fly Studio,2370000.0,8,458,56.3,296250.0,57.2,7.0,ok
Tecmo Koei Games,2360000.0,6,390,44.3,393333.3333333333,65.0,7.4,good
Surreal Software,2360000.0,6,442,47.4,393333.3333333333,73.7,7.9,good
Ubisoft Montreal / Red Storm Entertainment,2360000.0,2,156,16.6,1180000.0,78.0,8.3,very good
Vanillaware,2340000.0,8,639,65.8,292500.0,79.9,8.2,very good
SCEI,2330000.0,2,146,15.7,1165000.0,73.0,7.8,good
Studio Liverpool,2320000.0,6,494,47.599999999999994,386666.6666666667,82.3,7.9,very good
Taito Corporation,2320000.0,11,700,74.8,210909.0909090909,63.6,6.8,good
EA Canada,2310000.0,3,234,24.299999999999997,770000.0,78.0,8.1,very good
FUN Labs,2300000.0,10,562,72.89999999999999,230000.0,56.2,7.3,ok
Project Soul,2290000.0,5,377,29.800000000000004,458000.0,75.4,6.0,very good
Silicon Knights,2270000.0,6,375,38.7,378333.3333333333,62.5,6.4,good
Tecmo,2270000.0,14,1020,115.69999999999999,162142.85714285713,72.9,8.3,good
Kaos Studios,2260000.0,3,215,19.2,753333.3333333334,71.7,6.4,good
Gust,2240000.0,16,1140,123.40000000000002,140000.0,71.2,7.7,good
Oddworld Inhabitants,2230000.0,3,253,26.500000000000004,743333.3333333334,84.3,8.8,very good
FreeStyle Games,2230000.0,3,260,23.700000000000003,743333.3333333334,86.7,7.9,excellent
Tamsoft,2210000.0,6,372,37.89999999999999,368333.3333333333,62.0,6.3,good
Vicious Cycle,2200000.0,12,799,86.99999999999999,183333.33333333334,66.6,7.2,good
Double Helix Games,2160000.0,11,652,63.1,196363.63636363635,59.3,5.7,ok
Marvelous Entertainment,2150000.0,9,648,66.5,238888.88888888888,72.0,7.4,good
TT Games / Harmonix Music Systems,2130000.0,4,296,28.900000000000002,532500.0,74.0,7.2,good
HB Studios Multimedia,2130000.0,5,315,36.0,426000.0,63.0,7.2,good
Midway Studios San Diego,2120000.0,2,96,9.4,1060000.0,48.0,4.7,ok
