name,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
MVP Baseball 2005,330000.0,250000.0,70000.0,0.0,10000.0,88.0,7.7,2005-02-22
MX 2002 Featuring Ricky Carmichael,560000.0,270000.0,210000.0,0.0,70000.0,76.0,8.5,2001-07-03
MX Unleashed,2360000.0,1280000.0,810000.0,0.0,270000.0,80.5,8.7,2004-02-17
MX vs ATV All Out,200000.0,160000.0,10000.0,0.0,30000.0,48.5,5.4,2018-03-27
MX vs. ATV Supercross,90000.0,50000.0,30000.0,0.0,20000.0,53.0,3.9,2014-10-28
MX vs. ATV Supercross Encore,60000.0,0.0,50000.0,0.0,10000.0,42.0,3.9,2015-10-27
MX vs. ATV Unleashed,1430000.0,1180000.0,100000.0,0.0,150000.0,79.5,8.4,2005-03-16
MX vs. ATV Unleashed: On the Edge,690000.0,640000.0,0.0,0.0,50000.0,68.0,8.1,2006-02-27
MX vs. ATV Untamed,2500000.0,1850000.0,360000.0,0.0,310000.0,63.8,7.4,2007-12-17
MX vs. ATV: Alive,1010000.0,610000.0,280000.0,0.0,120000.0,62.0,6.9,2011-05-10
MXRider,340000.0,160000.0,130000.0,0.0,40000.0,69.0,7.3,2001-10-30
Mad Dash Racing,150000.0,110000.0,30000.0,0.0,10000.0,65.0,7.4,2001-11-14
MadWorld,780000.0,450000.0,240000.0,20000.0,70000.0,81.0,8.6,2009-03-10
Madagascar,3160000.0,2170000.0,850000.0,0.0,140000.0,69.0,7.4,2005-05-23
Madagascar: Escape 2 Africa,1420000.0,680000.0,360000.0,0.0,380000.0,59.2,6.3,2008-11-04
Madden NFL 06,3140000.0,2840000.0,140000.0,10000.0,140000.0,78.0,6.5,2005-08-08
Madden NFL 07,10030000.0,8670000.0,440000.0,30000.0,930000.0,78.0,7.0,2006-08-22
Madden NFL 08,7430000.0,6530000.0,190000.0,0.0,710000.0,77.1,7.3,2007-08-14
Madden NFL 09,5320000.0,4550000.0,310000.0,0.0,450000.0,79.0,5.8,2008-08-12
Madden NFL 09 All-Play,840000.0,770000.0,10000.0,0.0,60000.0,82.0,7.4,2008-08-12
Madden NFL 10,2830000.0,2520000.0,90000.0,0.0,220000.0,85.0,6.1,2009-08-14
Madden NFL 11,3920000.0,3470000.0,140000.0,0.0,310000.0,72.7,6.1,2010-08-10
Madden NFL 12,5410000.0,4770000.0,260000.0,0.0,370000.0,78.0,6.1,2011-08-30
Madden NFL 13,3810000.0,3080000.0,240000.0,0.0,500000.0,73.5,6.8,2012-08-28
Madden NFL 15,7430000.0,5830000.0,520000.0,0.0,1080000.0,83.0,5.0,2014-08-26
Madden NFL 16,5120000.0,3870000.0,400000.0,0.0,870000.0,83.3,4.4,2015-08-25
Madden NFL 17,3160000.0,2660000.0,140000.0,0.0,350000.0,66.3,3.0,2016-08-23
Madden NFL 18,2620000.0,1730000.0,420000.0,0.0,470000.0,82.0,3.7,2017-08-25
Madden NFL 19,1510000.0,1330000.0,20000.0,0.0,160000.0,81.0,3.0,2018-08-10
Madden NFL 2001,3170000.0,2770000.0,120000.0,50000.0,240000.0,90.5,7.2,2000-08-22
Madden NFL 2002,3660000.0,3030000.0,180000.0,10000.0,450000.0,92.0,7.4,2001-08-19
Madden NFL 2003,5460000.0,4470000.0,390000.0,10000.0,600000.0,87.7,7.8,2002-08-12
Madden NFL 2004,6630000.0,5500000.0,360000.0,10000.0,770000.0,85.3,7.5,2003-08-12
Madden NFL 2005,4790000.0,4420000.0,260000.0,10000.0,100000.0,79.5,7.8,2004-08-09
Madden NFL 25,6160000.0,4970000.0,310000.0,0.0,890000.0,75.8,5.2,2013-08-27
Madden NFL Football,410000.0,370000.0,10000.0,0.0,30000.0,49.0,5.3,2011-03-22
Mafia,970000.0,510000.0,360000.0,0.0,100000.0,73.0,8.2,2004-01-28
Mafia II,3050000.0,1350000.0,1250000.0,40000.0,400000.0,74.5,7.8,2010-08-24
Mafia III,3980000.0,1260000.0,2150000.0,40000.0,530000.0,67.5,5.0,2016-10-07
Magic Pengel: The Quest for Color,70000.0,40000.0,30000.0,0.0,10000.0,74.0,7.5,2003-06-26
Magicka,30000.0,0.0,20000.0,0.0,0.0,74.0,7.6,2011-01-25
Magna Carta 2,300000.0,130000.0,70000.0,70000.0,20000.0,69.0,7.2,2009-10-13
Magna Carta: Tears of Blood,220000.0,110000.0,80000.0,0.0,30000.0,66.0,7.1,2005-11-16
Magnetica,140000.0,80000.0,10000.0,30000.0,10000.0,68.0,8.1,2006-06-05
Magus,10000.0,10000.0,0.0,0.0,0.0,32.0,4.4,2014-02-28
Mahjong Cub3D,90000.0,70000.0,0.0,20000.0,10000.0,67.0,5.3,2011-10-11
Majesty 2 Collection,20000.0,0.0,10000.0,0.0,0.0,72.0,8.6,2011-04-19
Majesty 2: The Fantasy Kingdom Sim,20000.0,10000.0,0.0,0.0,0.0,72.0,7.3,2009-09-15
Majin and the Forsaken Kingdom,480000.0,230000.0,170000.0,10000.0,60000.0,73.0,8.0,2010-11-23
Major League Baseball 2K10,700000.0,640000.0,0.0,0.0,60000.0,75.0,6.5,2010-03-02
Major League Baseball 2K11,280000.0,210000.0,50000.0,0.0,30000.0,73.0,6.1,2011-03-08
Major League Baseball 2K12,240000.0,220000.0,0.0,0.0,20000.0,55.5,5.1,2012-03-06
Major League Baseball 2K5,2040000.0,1240000.0,580000.0,0.0,210000.0,81.5,7.8,2005-02-28
Major League Baseball 2K6,1140000.0,950000.0,80000.0,0.0,100000.0,69.0,5.0,2006-04-03
Major League Baseball 2K7,970000.0,900000.0,0.0,0.0,80000.0,76.5,5.9,2007-02-26
Major League Baseball 2K8,1210000.0,1040000.0,60000.0,0.0,110000.0,70.8,6.4,2008-03-03
Major League Baseball 2K9,950000.0,800000.0,60000.0,0.0,80000.0,66.7,5.2,2009-03-03
Makai Kingdom: Chronicles of the Sacred Tome,120000.0,60000.0,50000.0,0.0,20000.0,77.0,8.5,2005-07-26
Malice,30000.0,20000.0,10000.0,0.0,0.0,49.5,6.6,2004-06-02
Mana Khemia 2: Fall of Alchemy,200000.0,70000.0,50000.0,50000.0,20000.0,70.0,8.5,2009-08-25
Manhunt,1470000.0,770000.0,530000.0,0.0,170000.0,75.0,8.2,2003-11-18
Manhunt 2,1410000.0,560000.0,620000.0,0.0,230000.0,66.0,7.7,2007-10-29
Marble Saga: Kororinpa,160000.0,90000.0,50000.0,0.0,10000.0,74.0,7.3,2009-03-17
Marc Ecko's Getting Up: Contents Under Pressure,50000.0,30000.0,20000.0,0.0,10000.0,69.0,7.4,2006-02-14
March of the Penguins,50000.0,40000.0,0.0,0.0,0.0,34.0,1.7,2006-11-27
Mario Golf: Advance Tour,450000.0,320000.0,120000.0,0.0,10000.0,84.0,8.7,2004-06-22
Mario Golf: World Tour,490000.0,140000.0,150000.0,180000.0,30000.0,78.0,8.0,2014-05-02
Mario Party Advance,980000.0,500000.0,190000.0,280000.0,20000.0,54.0,5.1,2005-03-28
Mario Party: Star Rush,870000.0,250000.0,370000.0,200000.0,50000.0,68.0,7.0,2016-11-04
Mario Party: The Top 100,690000.0,230000.0,170000.0,240000.0,40000.0,59.0,6.6,2017-11-10
Mario Pinball Land,690000.0,500000.0,180000.0,0.0,10000.0,62.0,4.5,2004-10-04
Mario Tennis Ultra Smash,540000.0,160000.0,200000.0,150000.0,30000.0,58.0,5.2,2015-11-20
Mario Tennis: Power Tour,520000.0,240000.0,90000.0,190000.0,10000.0,81.0,8.3,2005-12-05
Mario vs. Donkey Kong: Tipping Stars,100000.0,0.0,0.0,100000.0,0.0,70.0,7.4,2015-03-05
Mark McMorris Infinite Air,120000.0,100000.0,0.0,0.0,20000.0,61.0,7.4,2016-10-25
Martian Gothic: Unification,110000.0,60000.0,40000.0,0.0,10000.0,64.0,6.6,2001-11-04
Marvel Avengers: Battle for Earth,140000.0,80000.0,50000.0,0.0,10000.0,56.0,6.0,2012-12-04
Marvel Nemesis: Rise of the Imperfects,1830000.0,1520000.0,160000.0,0.0,150000.0,51.4,6.9,2005-09-20
Marvel Super Hero Squad,770000.0,660000.0,50000.0,0.0,60000.0,55.0,4.9,2009-10-20
Marvel Super Hero Squad: The Infinity Gauntlet,150000.0,120000.0,20000.0,0.0,10000.0,55.0,6.4,2010-11-16
Marvel Trading Card Game,120000.0,110000.0,0.0,0.0,10000.0,61.0,5.1,2007-05-22
Marvel vs. Capcom 2,1040000.0,400000.0,270000.0,280000.0,80000.0,77.0,8.6,2002-11-19
Marvel vs. Capcom 3: Fate of Two Worlds,2430000.0,1600000.0,460000.0,140000.0,230000.0,84.5,7.2,2011-02-15
Marvel vs. Capcom: Infinite,1040000.0,620000.0,240000.0,40000.0,140000.0,74.5,4.9,2017-09-19
Marvel's Guardians of the Galaxy: The Telltale Series,170000.0,110000.0,40000.0,0.0,30000.0,72.5,6.4,2017-05-02
Marvel: Ultimate Alliance,4470000.0,4000000.0,80000.0,0.0,390000.0,79.0,7.7,2006-10-24
Marvel: Ultimate Alliance 2,1420000.0,1090000.0,230000.0,0.0,130000.0,62.7,6.5,2009-09-15
Mary Skelter: Nightmares,60000.0,10000.0,0.0,40000.0,10000.0,76.0,8.5,2017-09-19
Mary-Kate and Ashley: Girls Night Out,200000.0,150000.0,50000.0,0.0,0.0,75.0,7.5,2002-03-19
Mass Effect,2910000.0,1830000.0,790000.0,30000.0,270000.0,91.0,8.7,2007-11-20
Mass Effect 2,1850000.0,790000.0,780000.0,30000.0,230000.0,94.0,8.8,2011-01-18
Mass Effect 3,5460000.0,2990000.0,1870000.0,60000.0,550000.0,91.7,5.8,2012-03-06
Mass Effect: Andromeda,130000.0,40000.0,80000.0,0.0,10000.0,72.0,4.9,2017-03-21
Mat Hoffman's Pro BMX,810000.0,490000.0,270000.0,0.0,40000.0,75.5,8.1,2001-05-14
Mat Hoffman's Pro BMX 2,620000.0,340000.0,220000.0,0.0,60000.0,79.0,7.8,2002-08-12
Max Payne,4580000.0,2990000.0,1270000.0,50000.0,270000.0,84.0,8.6,2003-12-18
Max Payne 2: The Fall of Max Payne,1370000.0,650000.0,530000.0,0.0,170000.0,79.5,8.6,2003-12-02
Max Payne 3,3490000.0,1450000.0,1550000.0,70000.0,400000.0,86.5,7.8,2012-05-15
Max: The Curse of Brotherhood,10000.0,10000.0,0.0,0.0,0.0,73.0,6.9,2018-04-24
Maximo vs Army of Zin,210000.0,100000.0,80000.0,0.0,30000.0,83.0,8.0,2004-01-20
Maximo: Ghosts to Glory,770000.0,380000.0,290000.0,0.0,100000.0,84.0,8.7,2002-02-11
Maximum Capacity: Hotel Giant,20000.0,0.0,20000.0,0.0,0.0,59.0,7.7,2002-06-24
Mayhem 3D,70000.0,60000.0,0.0,0.0,10000.0,47.0,8.7,2011-03-22
McFarlane's Evil Prophecy,70000.0,30000.0,30000.0,0.0,10000.0,34.0,3.0,2004-06-15
MechAssault 2: Lone Wolf,360000.0,270000.0,80000.0,0.0,10000.0,81.0,7.6,2004-12-28
MechAssault: Phantom War,30000.0,30000.0,0.0,0.0,0.0,66.0,4.5,2006-09-12
Medabots: Infinity,50000.0,40000.0,10000.0,0.0,0.0,51.0,8.2,2003-12-14
Medal of Honor,8620000.0,4500000.0,3160000.0,110000.0,850000.0,78.2,7.4,2010-10-12
Medal of Honor European Assault,250000.0,190000.0,50000.0,0.0,10000.0,71.0,8.0,2005-06-07
Medal of Honor Heroes,2660000.0,860000.0,1110000.0,10000.0,670000.0,71.0,7.9,2006-10-20
Medal of Honor Heroes 2,1160000.0,500000.0,390000.0,20000.0,250000.0,69.0,7.2,2007-11-13
Medal of Honor: Airborne,50000.0,0.0,40000.0,0.0,10000.0,78.0,7.3,2007-09-04
Medal of Honor: European Assault,530000.0,320000.0,190000.0,0.0,20000.0,72.0,7.0,2005-06-07
Medal of Honor: Frontline,7420000.0,3390000.0,2870000.0,170000.0,1010000.0,84.0,8.0,2002-05-28
Medal of Honor: Infiltrator,150000.0,110000.0,40000.0,0.0,0.0,80.0,7.2,2003-11-17
Medal of Honor: Rising Sun,6300000.0,2740000.0,2590000.0,130000.0,850000.0,66.5,6.8,2003-11-11
Medal of Honor: Underground,970000.0,540000.0,370000.0,0.0,60000.0,86.0,8.9,2000-10-23
Medal of Honor: Vanguard,130000.0,60000.0,30000.0,30000.0,10000.0,59.5,6.6,2007-03-26
Medal of Honor: Warfighter,2600000.0,1100000.0,1100000.0,70000.0,330000.0,54.0,5.6,2012-10-23
MediEvil: Resurrection,820000.0,190000.0,420000.0,0.0,220000.0,66.0,8.4,2005-09-13
Medieval II: Total War Gold Edition,360000.0,0.0,340000.0,0.0,30000.0,60.0,8.3,2008-02-05
Medieval Moves: Deadmund's Quest,280000.0,130000.0,110000.0,0.0,50000.0,61.0,6.5,2011-11-15
Mega Man 11,590000.0,440000.0,30000.0,60000.0,70000.0,79.7,8.5,2018-10-02
Mega Man Anniversary Collection,1140000.0,710000.0,330000.0,0.0,90000.0,80.7,8.8,2004-06-22
Mega Man Battle Chip Challenge,50000.0,0.0,0.0,50000.0,0.0,54.0,9.2,2004-03-03
Mega Man Battle Network 2,310000.0,220000.0,80000.0,0.0,10000.0,81.0,8.7,2002-10-18
Mega Man Legacy Collection,260000.0,180000.0,0.0,60000.0,20000.0,77.0,8.6,2016-02-23
Mega Man Legacy Collection 2,120000.0,80000.0,0.0,20000.0,10000.0,71.5,8.8,2017-08-08
Mega Man Legends 2,420000.0,170000.0,120000.0,100000.0,30000.0,76.0,9.1,2000-10-24
Mega Man Maverick Hunter X,310000.0,270000.0,10000.0,0.0,30000.0,79.0,9.0,2006-01-31
Mega Man Network Transmission,170000.0,130000.0,30000.0,0.0,0.0,65.0,9.2,2003-06-17
Mega Man Powered Up,140000.0,120000.0,10000.0,0.0,20000.0,82.0,8.4,2006-03-14
Mega Man X Collection,370000.0,220000.0,120000.0,0.0,30000.0,74.0,9.3,2006-01-10
Mega Man X Legacy Collection 2,20000.0,0.0,0.0,20000.0,0.0,61.5,8.4,2018-07-26
Mega Man X5,750000.0,300000.0,210000.0,200000.0,50000.0,76.0,9.0,2001-02-01
Mega Man X6,420000.0,140000.0,100000.0,160000.0,30000.0,65.0,7.7,2001-12-04
Mega Man X7,580000.0,220000.0,170000.0,140000.0,60000.0,58.0,6.7,2003-10-14
Mega Man X8,290000.0,140000.0,110000.0,0.0,40000.0,68.0,8.8,2004-12-07
Mega Man X: Command Mission,180000.0,90000.0,70000.0,0.0,20000.0,69.0,8.8,2004-09-21
Mega Man ZX,280000.0,160000.0,0.0,100000.0,20000.0,76.0,8.8,2006-09-12
Mega Man ZX Advent,330000.0,220000.0,0.0,90000.0,20000.0,78.0,8.7,2007-10-23
Mega Man Zero,550000.0,220000.0,80000.0,240000.0,10000.0,82.0,9.1,2002-09-09
Mega Man Zero 2,430000.0,180000.0,70000.0,170000.0,10000.0,81.0,8.6,2003-10-14
Mega Man Zero 3,220000.0,160000.0,60000.0,0.0,0.0,77.0,9.0,2004-10-05
Mega Man Zero 4,110000.0,80000.0,30000.0,0.0,0.0,77.0,8.7,2005-10-04
Mega Man Zero Collection,310000.0,170000.0,10000.0,110000.0,20000.0,78.0,9.0,2010-06-08
Megadimension Neptunia VII,40000.0,0.0,0.0,40000.0,0.0,71.0,7.1,2016-02-02
Megadimension Neptunia VIIR,40000.0,10000.0,0.0,30000.0,0.0,71.0,6.7,2018-05-08
Megamind: Mega Team Unite,230000.0,150000.0,60000.0,0.0,20000.0,68.0,8.5,2010-11-02
Megamind: Ultimate Showdown,270000.0,140000.0,100000.0,0.0,30000.0,38.0,4.6,2010-11-02
Men in Black II: Alien Escape,500000.0,240000.0,190000.0,0.0,60000.0,50.0,8.0,2002-06-27
Men of Valor,250000.0,190000.0,50000.0,0.0,10000.0,73.0,8.0,2004-10-19
Men of War: Assault Squad,60000.0,10000.0,40000.0,0.0,10000.0,77.0,8.0,2011-02-25
Mercenaries 2: World in Flames,2310000.0,1150000.0,700000.0,30000.0,430000.0,64.3,7.1,2008-08-31
Mercury Meltdown,60000.0,50000.0,0.0,0.0,10000.0,78.0,7.8,2006-10-03
Mercury Meltdown Revolution,170000.0,160000.0,0.0,0.0,10000.0,77.0,7.6,2007-08-14
Metal Arms: Glitch in the System,620000.0,380000.0,190000.0,0.0,50000.0,82.0,8.6,2003-11-18
Metal Dungeon,30000.0,20000.0,10000.0,0.0,0.0,44.0,6.0,2002-12-15
Metal Gear Rising: Revengeance,2000000.0,770000.0,560000.0,440000.0,230000.0,81.0,8.0,2013-02-19
Metal Gear Solid 2: Sons of Liberty,6050000.0,2450000.0,2010000.0,870000.0,720000.0,96.0,8.8,2001-11-12
Metal Gear Solid 2: Substance,1140000.0,560000.0,360000.0,160000.0,80000.0,87.0,8.6,2002-11-04
Metal Gear Solid 3: Snake Eater,4230000.0,1460000.0,0.0,830000.0,1930000.0,91.0,9.1,2004-11-17
Metal Gear Solid 3: Subsistence,550000.0,340000.0,10000.0,150000.0,60000.0,94.0,9.0,2006-03-14
Metal Gear Solid 4: Guns of the Patriots,6000000.0,2630000.0,1720000.0,830000.0,810000.0,94.0,8.8,2008-06-12
Metal Gear Solid HD Collection,2250000.0,1060000.0,860000.0,50000.0,280000.0,86.7,8.7,2012-06-12
Metal Gear Solid V: Ground Zeroes,2200000.0,680000.0,810000.0,460000.0,250000.0,65.5,6.0,2014-03-18
Metal Gear Solid V: The Definitive Experience,400000.0,230000.0,80000.0,30000.0,50000.0,50.0,7.5,2016-10-11
Metal Gear Solid V: The Phantom Pain,4030000.0,1560000.0,1450000.0,520000.0,500000.0,91.0,7.6,2015-09-01
Metal Gear Solid: Digital Graphic Novel,40000.0,20000.0,0.0,20000.0,0.0,78.0,7.6,2006-06-13
Metal Gear Solid: Peace Walker,2080000.0,460000.0,420000.0,960000.0,250000.0,89.0,8.7,2010-06-08
Metal Gear Solid: Portable Ops,1190000.0,380000.0,350000.0,380000.0,90000.0,87.0,8.2,2006-12-05
Metal Gear Solid: Portable Ops Plus,690000.0,260000.0,10000.0,260000.0,170000.0,65.0,7.6,2007-11-13
Metal Gear Solid: Snake Eater 3D,30000.0,30000.0,0.0,0.0,0.0,78.0,7.9,2012-02-21
Metal Gear Solid: The Legacy Collection,420000.0,310000.0,10000.0,30000.0,70000.0,93.0,9.1,2013-07-09
Metal Gear Solid: The Twin Snakes,470000.0,300000.0,80000.0,70000.0,10000.0,85.0,8.9,2004-03-09
Metal Gear Survive,310000.0,130000.0,70000.0,50000.0,40000.0,61.0,1.6,2018-02-20
Metal Max Xeno,50000.0,20000.0,0.0,30000.0,0.0,61.0,5.9,2018-09-25
Metal Saga,30000.0,10000.0,10000.0,0.0,0.0,62.0,7.6,2006-04-25
Metal Slug 3,100000.0,80000.0,20000.0,0.0,0.0,76.0,5.4,2004-05-26
Metal Slug 7,140000.0,120000.0,0.0,10000.0,10000.0,70.0,7.6,2008-11-18
Metal Slug Advance,80000.0,60000.0,20000.0,0.0,0.0,79.0,8.6,2004-12-02
Metal Slug Anthology,200000.0,140000.0,10000.0,30000.0,20000.0,77.0,8.1,2006-12-14
Metal Slug X,90000.0,50000.0,30000.0,0.0,10000.0,85.0,8.7,2001-04-14
Meteos,230000.0,150000.0,10000.0,60000.0,10000.0,88.0,7.4,2005-06-28
Meteos: Disney Magic,40000.0,10000.0,20000.0,0.0,0.0,74.0,6.6,2007-02-20
Metroid Prime Pinball,260000.0,220000.0,0.0,20000.0,20000.0,79.0,7.9,2005-10-24
Metroid Prime: Federation Force,150000.0,80000.0,20000.0,30000.0,10000.0,64.0,5.5,2016-08-19
Metroid: Other M,1360000.0,850000.0,280000.0,130000.0,100000.0,79.0,6.6,2010-08-31
Metroid: Samus Returns,560000.0,300000.0,150000.0,70000.0,50000.0,85.0,8.8,2017-09-15
Metroid: Zero Mission,840000.0,600000.0,220000.0,0.0,10000.0,89.0,8.8,2004-02-09
MetropolisMania,90000.0,40000.0,30000.0,0.0,10000.0,63.0,6.6,2002-10-03
MetropolisMania 2,10000.0,0.0,0.0,0.0,0.0,37.0,6.6,2007-08-28
Miami Law,100000.0,90000.0,0.0,0.0,10000.0,56.0,8.2,2009-06-09
Miami Nights: Singles in the City,80000.0,80000.0,0.0,0.0,10000.0,48.0,7.1,2008-01-15
Miami Vice: The Game,60000.0,60000.0,0.0,0.0,0.0,63.0,7.0,2006-07-18
Michael Jackson The Experience HD,100000.0,40000.0,40000.0,0.0,20000.0,57.0,6.2,2012-02-14
Michael Jackson: The Experience,6180000.0,3830000.0,1760000.0,10000.0,600000.0,64.6,7.7,2010-11-23
Michael Phelps: Push the Limit,110000.0,90000.0,10000.0,0.0,10000.0,48.0,4.1,2011-10-11
Micro Machines V4,10000.0,10000.0,0.0,0.0,0.0,64.0,6.8,2006-06-27
Micro Machines: World Series,300000.0,50000.0,210000.0,0.0,40000.0,58.0,4.4,2017-06-30
Microsoft Flight Simulator 2004: A Century of Flight,70000.0,0.0,60000.0,0.0,10000.0,88.0,7.8,2003-07-29
Microsoft Flight Simulator X,470000.0,20000.0,410000.0,0.0,40000.0,80.0,7.5,2006-10-17
Microsoft Train Simulator,40000.0,0.0,40000.0,0.0,0.0,84.0,7.7,2001-05-31
Middle-Earth: Shadow of Mordor,5560000.0,2160000.0,2580000.0,70000.0,750000.0,77.5,6.9,2014-09-30
Middle-Earth: Shadow of War,3260000.0,1600000.0,1170000.0,60000.0,450000.0,78.7,3.9,2017-10-10
Midnight Club 3: DUB Edition,4400000.0,2260000.0,1320000.0,0.0,820000.0,79.0,8.0,2005-06-27
Midnight Club 3: DUB Edition Remix,1360000.0,1120000.0,80000.0,0.0,170000.0,86.0,7.0,2006-03-13
Midnight Club II,2280000.0,1670000.0,350000.0,0.0,260000.0,85.5,8.0,2003-04-09
Midnight Club: LA Remix,990000.0,520000.0,280000.0,0.0,190000.0,79.0,8.7,2008-10-20
Midnight Club: Los Angeles,4900000.0,3310000.0,990000.0,60000.0,550000.0,81.5,8.4,2008-10-20
Midnight Club: Street Racing,3110000.0,2340000.0,600000.0,20000.0,150000.0,64.0,6.4,2000-10-25
Midway Arcade Treasures,2060000.0,1180000.0,670000.0,0.0,200000.0,74.0,7.9,2003-11-18
Midway Arcade Treasures 2,1150000.0,700000.0,340000.0,0.0,100000.0,74.0,7.5,2004-10-11
Midway Arcade Treasures 3,70000.0,50000.0,10000.0,0.0,0.0,65.0,7.0,2005-10-26
Midway Arcade Treasures: Extended Play,240000.0,210000.0,0.0,0.0,20000.0,63.0,7.8,2005-12-13
Mighty No. 9,210000.0,160000.0,10000.0,0.0,40000.0,51.7,4.0,2016-06-21
Mimana Iyar Chronicle,90000.0,70000.0,0.0,10000.0,10000.0,45.0,6.0,2010-03-30
MindJack,180000.0,70000.0,80000.0,0.0,30000.0,44.0,1.9,2011-01-18
Minecraft,14850000.0,4320000.0,6720000.0,1600000.0,2220000.0,86.3,6.9,2014-10-07
Mini Ninjas,1360000.0,580000.0,630000.0,0.0,170000.0,72.0,8.0,2009-09-08
Minority Report: Everybody Runs,610000.0,350000.0,190000.0,0.0,50000.0,52.3,6.0,2002-11-18
Mirror's Edge,2340000.0,820000.0,1150000.0,30000.0,340000.0,79.7,7.8,2008-11-11
Mirror's Edge Catalyst,690000.0,250000.0,310000.0,30000.0,90000.0,71.7,5.5,2016-06-07
Mission: Impossible - Operation Surma,410000.0,240000.0,140000.0,0.0,40000.0,65.5,6.6,2003-12-08
Mister Mosquito,280000.0,50000.0,40000.0,170000.0,10000.0,65.0,5.7,2002-03-12
Mobile Light Force 2,110000.0,50000.0,40000.0,0.0,10000.0,59.0,7.2,2003-03-19
Mobile Suit Gundam Seed: Never Ending Tomorrow,60000.0,30000.0,20000.0,0.0,10000.0,45.0,8.0,2005-09-29
Mobile Suit Gundam: Crossfire,200000.0,60000.0,0.0,140000.0,10000.0,33.0,4.9,2006-11-13
Mobile Suit Gundam: Encounters in Space,720000.0,50000.0,40000.0,610000.0,10000.0,66.0,8.6,2003-12-05
Mobile Suit Gundam: Extreme VS Force,180000.0,0.0,0.0,180000.0,0.0,57.0,6.9,2017-01-01
Mobile Suit Gundam: Federation vs. Zeon,1140000.0,120000.0,100000.0,880000.0,30000.0,73.0,8.8,2002-09-09
Mobile Suit Gundam: Journey to Jaburo,700000.0,160000.0,130000.0,360000.0,40000.0,58.0,8.2,2001-08-06
ModNation Racers,1670000.0,610000.0,670000.0,80000.0,300000.0,77.5,8.0,2010-05-25
Modnation Racers: Road Trip,310000.0,150000.0,110000.0,0.0,50000.0,62.0,6.4,2012-02-22
Monopoly,3250000.0,1660000.0,1250000.0,0.0,340000.0,64.8,6.9,2008-10-20
Monopoly Streets,1400000.0,550000.0,680000.0,0.0,150000.0,65.0,6.0,2010-10-26
Monopoly Tycoon,10000.0,0.0,10000.0,0.0,0.0,85.0,7.7,2001-09-24
Monopoly for Nintendo Switch,300000.0,60000.0,220000.0,10000.0,20000.0,53.0,6.0,2017-10-31
Monster 4x4: Masters of Metal,280000.0,140000.0,110000.0,0.0,40000.0,48.0,8.3,2003-11-25
Monster 4x4: Stunt Racer,180000.0,160000.0,0.0,0.0,10000.0,75.0,5.2,2009-10-27
Monster 4x4: World Circuit,880000.0,800000.0,0.0,10000.0,70000.0,51.0,7.8,2006-11-19
Monster Boy and the Cursed Kingdom,70000.0,50000.0,0.0,0.0,0.0,86.5,8.2,2018-11-06
Monster Energy Supercross - The Official Videogame,220000.0,190000.0,10000.0,0.0,30000.0,68.0,6.0,2018-02-13
Monster House,230000.0,130000.0,70000.0,0.0,20000.0,64.0,7.2,2006-07-18
Monster Hunter,500000.0,110000.0,80000.0,280000.0,30000.0,68.0,8.8,2004-09-21
Monster Hunter 3 Ultimate,710000.0,240000.0,200000.0,220000.0,40000.0,82.0,8.2,2013-03-19
Monster Hunter Generations Ultimate,720000.0,270000.0,140000.0,270000.0,40000.0,80.0,8.4,2018-08-28
Monster Hunter Stories,700000.0,140000.0,150000.0,390000.0,30000.0,79.0,8.2,2017-09-08
Monster Hunter: World,5600000.0,1700000.0,1230000.0,2170000.0,510000.0,90.0,7.4,2018-01-26
Monster Jam,450000.0,310000.0,90000.0,0.0,50000.0,65.7,6.1,2007-11-13
Monster Jam: Maximum Destruction,650000.0,320000.0,250000.0,0.0,80000.0,47.0,6.0,2002-06-13
Monster Jam: Path of Destruction,370000.0,320000.0,20000.0,0.0,30000.0,62.5,5.9,2010-11-09
Monster Jam: Urban Assault,410000.0,380000.0,0.0,0.0,30000.0,81.0,7.8,2008-10-28
Monster Kingdom: Jewel Summoner,40000.0,0.0,0.0,40000.0,0.0,66.0,7.3,2007-02-19
Monster Lab,310000.0,270000.0,20000.0,0.0,20000.0,73.0,8.6,2008-11-04
Monster Madness: Battle for Suburbia,110000.0,100000.0,0.0,0.0,10000.0,55.0,5.2,2007-06-12
Monster Racers,70000.0,50000.0,0.0,20000.0,0.0,70.0,6.9,2010-05-04
Monster Rancher 3,360000.0,110000.0,90000.0,140000.0,30000.0,77.0,8.5,2001-09-24
Monster Rancher 4,340000.0,80000.0,60000.0,190000.0,20000.0,77.0,8.5,2003-11-13
Monster Rancher Advance 2,10000.0,10000.0,0.0,0.0,0.0,79.0,8.6,2002-11-17
Monster Rancher EVO,100000.0,20000.0,20000.0,50000.0,10000.0,58.0,6.8,2006-04-13
Monster Tale,60000.0,60000.0,0.0,0.0,0.0,79.0,8.0,2011-03-22
Monsters vs. Aliens,510000.0,340000.0,100000.0,0.0,60000.0,64.0,5.4,2009-03-24
"Monsters, Inc.",1990000.0,740000.0,1070000.0,30000.0,140000.0,61.0,7.8,2001-10-25
"Monsters, Inc. Scream Arena",370000.0,290000.0,70000.0,0.0,10000.0,39.0,4.7,2002-09-14
